DATE,Per Capita,Immigration Count,Inflation,Construction,Purchasing,Rent,Target
2014-02-01,18647.76321666667,256964.83333333334,0.29013333333333335,2957.8039999999996,42.6,580.963,159.872
2014-03-01,27971.644825000003,385447.25,0.43520000000000003,2959.2290000000007,42.3,583.289,161.189
2014-04-01,37295.52643333334,513929.6666666667,0.5802666666666667,2954.483,42.2,583.887,162.969
2014-05-01,46619.40804166668,642412.0833333334,0.7253333333333334,2965.2940000000003,42.0,586.405,164.68400000000003
2014-06-01,55943.289650000006,770894.5,0.8704000000000001,2970.866,42.0,588.725,166.21400000000003
2014-07-01,65267.17125833334,899376.9166666667,1.0154666666666667,2974.742,42.0,589.612,167.138
2014-08-01,74591.05286666668,1027859.3333333334,1.1605333333333334,2976.685,42.0,589.768,167.452
2014-09-01,83914.93447500002,1156341.75,1.3056,2978.4880000000003,42.0,590.578,167.243
2014-10-01,93238.81608333335,1284824.1666666667,1.4506666666666668,2972.525,42.1,590.873,166.91099999999997
2014-11-01,102562.69769166669,1413306.5833333335,1.5957333333333334,2973.7050000000004,42.3,591.8389999999999,166.65900000000002
2014-12-01,111886.57930000001,1541789.0,1.7408000000000001,2976.426,42.6,592.822,166.46099999999998
2015-01-01,9552.4562,119604.25,0.11501666666666667,2997.216,42.8,594.684,166.25099999999998
2015-02-01,19104.9124,239208.5,0.23003333333333334,2986.148,42.6,595.906,166.63299999999998
2015-03-01,28657.3686,358812.75,0.34505,2981.485,42.4,596.613,168.09
2015-04-01,38209.8248,478417.0,0.4600666666666667,2973.496,42.3,597.999,169.97
2015-05-01,47762.281,598021.25,0.5750833333333334,2971.502,42.1,599.5160000000001,171.85
2015-06-01,57314.7372,717625.5,0.6901,2972.605,41.9,602.321,173.451
2015-07-01,66867.1934,837229.75,0.8051166666666667,2973.492,41.9,603.072,174.49599999999998
2015-08-01,76419.6496,956834.0,0.9201333333333334,2967.7240000000006,42.0,603.909,174.938
2015-09-01,85972.1058,1076438.25,1.03515,2966.4880000000003,42.0,605.358,175.045
2015-10-01,95524.562,1196042.5,1.1501666666666668,2960.164,42.0,606.377,175.051
2015-11-01,105077.0182,1315646.75,1.2651833333333333,2948.181,42.1,607.727,175.143
2015-12-01,114629.4744,1435251.0,1.3802,2937.168,42.3,608.379,175.11700000000002
2016-01-01,9814.541599999999,119178.25,0.2826416666666667,2954.865,42.2,610.326,175.03799999999998
2016-02-01,19629.083199999997,238356.5,0.5652833333333334,2950.7039999999997,42.2,612.143,175.283
2016-03-01,29443.624799999998,357534.75,0.847925,2960.727,42.0,613.424,176.60299999999998
2016-05-01,49072.70799999999,595891.25,1.4132083333333334,2998.2429999999995,41.6,617.45,180.345
2016-06-01,58887.249599999996,715069.5,1.69585,3008.701,41.5,620.0550000000001,181.917
2016-07-01,68701.79119999999,834247.75,1.9784916666666668,3015.274,41.6,621.366,183.02
2016-08-01,78516.33279999999,953426.0,2.2611333333333334,3024.705000000001,41.5,622.9200000000001,183.658
2016-09-01,88330.87439999999,1072604.25,2.543775,3018.132,41.4,623.951,183.94799999999998
2016-10-01,98145.41599999998,1191782.5,2.826416666666667,3013.4030000000007,41.4,624.55,184.02200000000002
2016-11-01,107959.95759999998,1310960.75,3.1090583333333335,3013.7819999999997,41.4,626.194,184.234
2016-12-01,117774.49919999999,1430139.0,3.3917,3033.8000000000006,41.4,627.581,184.40599999999998
2017-01-01,10227.588641666667,118604.91666666667,0.38105833333333333,3062.5600000000004,41.2,629.909,184.657
2017-02-01,20455.177283333334,237209.83333333334,0.7621166666666667,3088.835,41.1,632.2760000000001,185.023
2017-03-01,30682.765925,355814.75,1.143175,3098.2999999999993,41.0,631.935,186.532
2017-04-01,40910.35456666667,474419.6666666667,1.5242333333333333,3104.7449999999994,40.9,632.9949999999999,188.546
2017-05-01,51137.94320833334,593024.5833333334,1.9052916666666666,3107.6429999999996,40.9,635.033,190.543
2018-09-01,95957.778075,1475736.0,3.1911000000000005,3321.368,39.6,659.267,205.378
2018-10-01,106619.75341666666,1639706.6666666665,3.545666666666667,3318.3599999999997,39.5,660.3979999999999,205.373
2018-11-01,117281.72875833332,1803677.3333333333,3.9002333333333334,3307.3219999999997,39.7,661.8040000000001,205.111
2018-12-01,127943.7041,1967648.0,4.2548,3308.620000000001,39.8,663.4870000000001,204.703
2019-01-01,10720.752416666666,152238.5,0.25381666666666663,3311.021,39.7,665.019,204.209
2019-02-01,21441.504833333332,304477.0,0.5076333333333333,3297.274,39.6,666.413,204.43900000000002
2019-03-01,32162.25725,456715.5,0.76145,3306.2919999999995,39.3,667.909,205.78599999999997
2019-04-01,42883.009666666665,608954.0,1.0152666666666665,3314.9379999999996,39.1,669.434,207.69799999999998
2019-05-01,53603.762083333335,761192.5,1.2690833333333331,3315.494,39.0,670.614,209.361
2019-06-01,64324.5145,913431.0,1.5229,3289.8199999999997,39.0,673.389,210.59799999999998
2019-07-01,75045.26691666666,1065669.5,1.7767166666666665,3283.2230000000004,39.0,674.782,211.34900000000002
2019-08-01,85766.01933333333,1217908.0,2.030533333333333,3281.0190000000007,39.0,676.53,211.708
2019-09-01,96486.77175,1370146.5,2.28435,3280.378000000001,38.9,677.962,211.886
2019-10-01,107207.52416666667,1522385.0,2.5381666666666662,3269.362,38.9,680.0550000000001,211.979
2019-11-01,117928.27658333333,1674623.5,2.791983333333333,3259.7340000000004,38.9,681.8420000000001,212.11700000000002
2019-12-01,128649.029,1826862.0,3.0458,3264.556,38.9,682.857,212.248
2020-01-01,11145.675566666667,208161.5,0.49429166666666663,3287.071999999999,38.8,685.403,212.40900000000002
2020-02-01,22291.351133333334,416323.0,0.9885833333333333,3288.6659999999997,38.7,687.317,213.229
2020-03-01,33437.0267,624484.5,1.482875,3305.8410000000003,38.7,687.498,215.207
2020-04-01,44582.70226666667,832646.0,1.9771666666666665,3295.267,39.0,685.679,217.25400000000002
2020-05-01,55728.37783333333,1040807.5,2.471458333333333,3298.216000000001,39.0,685.645,218.50400000000002
2020-06-01,66874.0534,1248969.0,2.96575,3302.9890000000005,38.8,688.146,219.83
2020-07-01,78019.72896666666,1457130.5,3.4600416666666662,3303.894,38.6,691.5070000000001,221.585
2020-08-01,89165.40453333333,1665292.0,3.954333333333333,3307.181,38.5,692.263,224.06400000000002
2020-09-01,100311.0801,1873453.5,4.448625,3329.571,38.4,692.797,226.817
2020-10-01,111456.75566666666,2081615.0,4.942916666666666,3334.1730000000007,38.4,693.653,229.83
2020-11-01,122602.43123333334,2289776.5,5.4372083333333325,3366.6590000000006,38.4,695.326,232.33700000000002
2020-12-01,133748.1068,2497938.0,5.9315,3404.172,38.4,695.423,234.39
2021-01-01,12218.17201666667,343079.1666666667,1.0583916666666668,3459.0110000000004,38.2,695.9839999999999,236.468
2021-02-01,24436.34403333334,686158.3333333334,2.1167833333333337,3509.8070000000002,38.0,698.216,239.252
2021-03-01,36654.516050000006,1029237.5,3.1751750000000003,3579.7099999999996,37.8,699.929,244.24900000000002
2021-04-01,48872.68806666668,1372316.6666666667,4.233566666666667,3650.3710000000005,37.4,702.761,249.856
2021-05-01,61090.86008333335,1715395.8333333335,5.291958333333334,3711.825,37.1,705.5840000000001,255.481
2021-06-01,73309.03210000001,2058475.0,6.350350000000001,3784.496,36.8,708.2950000000001,261.20599999999996
2021-07-01,85527.20411666669,2401554.166666667,7.408741666666668,3876.961,36.6,709.6220000000001,265.545
2021-08-01,97745.37613333335,2744633.3333333335,8.467133333333335,3917.2070000000003,36.6,710.7570000000001,268.82099999999997
2021-09-01,109963.54815000002,3087712.5,9.525525000000002,3947.873,36.5,712.345,271.474
2021-10-01,122181.7201666667,3430791.666666667,10.583916666666669,4000.8569999999995,36.2,716.1569999999999,273.682
2021-11-01,134399.89218333337,3773870.8333333335,11.642308333333336,4046.206,36.0,718.617,276.04900000000004
2021-12-01,146618.06420000002,4116950.0,12.700700000000001,4063.966,35.9,720.2919999999999,278.63
2022-01-01,11715.465975,392898.5833333333,1.2002333333333335,4115.029,35.6,725.628,282.014
2022-02-01,23430.93195,785797.1666666666,2.400466666666667,4118.556,35.2,729.5450000000001,287.256
2022-03-01,35146.397925,1178695.75,3.6007000000000007,4149.72,34.8,733.691,295.079
2022-04-01,46861.8639,1571594.3333333333,4.800933333333334,4180.709,34.6,739.34,301.728
2022-05-01,58577.329874999996,1964492.9166666665,6.001166666666667,4253.212,34.2,745.2149999999999,306.504
2022-06-01,70292.79585,2357391.5,7.201400000000001,4262.567,33.7,753.147,308.298
2022-07-01,82008.261825,2750290.083333333,8.401633333333335,4250.379,33.8,756.231,307.133
2022-08-01,93723.7278,3143188.6666666665,9.601866666666668,4253.768999999999,33.8,761.031,303.685
2022-09-01,105439.19377499999,3536087.25,10.802100000000001,4236.522,33.7,767.124,300.503
2022-10-01,117154.65974999999,3928985.833333333,12.002333333333334,4213.947,33.6,770.018,298.731
2022-11-01,128870.12572499999,4321884.416666666,13.202566666666668,4208.754,33.6,773.085,296.928
2022-12-01,140585.5917,4714783.0,14.402800000000003,4198.465999999999,33.7,777.0889999999999,294.41700000000003
